sentence,word,explanation,first_new_sentence,second_new_sentence
1. **Joke:** Why did the condom go flying through the air? ... it got pissedoff.  ,,,,
   **Word:** pissed  ,,,,
"   **Explanation:** In the joke, pissed can mean being angry and also can refer to being drunk (in context).  ",,,,
"   **Serious Sentences:** (1) He was so pissed off about the situation that he couldn’t focus. (2) After a few drinks, he got a little too pissed to drive home.  ",,,,
2. **Joke:** I tried to catch the fog earlier but I mist.  ,,,,
   **Word:** mist  ,,,,
"   **Explanation:** In the joke, mist can mean a weather condition and can also refer to failing to achieve something (missed).  ",,,,
   **Serious Sentences:** (1) The morning mist covered the entire valley. (2) He felt bad that he mist the opportunity for a promotion.  ,,,,
3. **Joke:** What did the office of admissions say to the recently-accepted urology student? ur-ine!  ,,,,
   **Word:** ur-ine  ,,,,
"   **Explanation:** In the joke, urine refers to the liquid waste produced by the body and phonically plays on you’re in as in being accepted.  ",,,,
   **Serious Sentences:** (1) The doctor analyzed the urine sample for any signs of infection. (2) Congratulations! You’re in the program starting next semester.  ,,,,
4. **Joke:** Why does it take pirates so long to learn the alphabet? because they could spend years at c.  ,,,,
   **Word:** sea  ,,,,
"   **Explanation:** In the joke, sea refers to the ocean and phonetically plays on C, the letter of the alphabet.  ",,,,
"   **Serious Sentences:** (1) The sea was calm today, perfect for sailing. (2) The teacher asked us to identify the letter C in our alphabet books.  ",,,,
5. **Joke:** Whats the difference between a cow and 9/11? americans cant milk a cow for 16 years.  ,,,,
   **Word:** milk  ,,,,
"   **Explanation:** In the joke, milk refers to extracting liquid from a cow and also means to take advantage of a situation.  ",,,,
   **Serious Sentences:** (1) The farmers milk their cows twice a day. (2) He tends to milk the situation for all it’s worth when he feels cornered.,,,,
Here is the data formatted for a CSV file:,,,,
Why did the condom go flying through the air? ... it got pissedoff., pissed," In the joke, pissed can mean being angry and also can refer to being drunk (in context).", He was so pissed off about the situation that he couldn’t focus.," After a few drinks, he got a little too pissed to drive home."
I tried to catch the fog earlier but I mist., mist," In the joke, mist can mean a weather condition and can also refer to failing to achieve something (missed).", The morning mist covered the entire valley., He felt bad that he mist the opportunity for a promotion.
What did the office of admissions say to the recently-accepted urology student? ur-ine!, ur-ine," In the joke, urine refers to the liquid waste produced by the body and phonically plays on you’re in as in being accepted.", The doctor analyzed the urine sample for any signs of infection., Congratulations! You’re in the program starting next semester.
Why does it take pirates so long to learn the alphabet? because they could spend years at c., sea," In the joke, sea refers to the ocean and phonetically plays on C, the letter of the alphabet."," The sea was calm today, perfect for sailing.", The teacher asked us to identify the letter C in our alphabet books.
Whats the difference between a cow and 9/11? americans cant milk a cow for 16 years., milk," In the joke, milk refers to extracting liquid from a cow and also means to take advantage of a situation.", The farmers milk their cows twice a day., He tends to milk the situation for all it’s worth when he feels cornered.
