sentence,word,explanation,first_new_sentence,second_new_sentence
1. **Joke**: What do you call a whore with a runny nose? full.  ,,,,
   **Word**: full  ,,,,
   **Explanation**: Full can mean having no space left (first meaning) or can refer to having a runny nose (like being full of mucus).  ,,,,
   **First new sentence**: The container is full of water.  ,,,,
   **Second new sentence**: He felt full after the heavy meal.,,,,
2. **Joke**: Did you hear about the robbery at the bakery? the thieves said give me all your dough.  ,,,,
   **Word**: dough  ,,,,
   **Explanation**: Dough refers to the mixture for making bread or pastries (first meaning) and is also slang for money (second meaning).  ,,,,
   **First new sentence**: She kneaded the dough until it was smooth.  ,,,,
   **Second new sentence**: He earned a lot of dough from his new job.,,,,
3. **Joke**: Why could joseph never get anything done? because he was always stalin..  ,,,,
   **Word**: stalling  ,,,,
"   **Explanation**: Stalling refers to delaying or wasting time (first meaning), and it also plays on Joseph Stalins name (second meaning).  ",,,,
   **First new sentence**: He keeps stalling the meeting to avoid discussing the issue.  ,,,,
   **Second new sentence**: The car was stalling because of engine trouble.,,,,
4. **Joke**: Why did the tomato blush... he saw the salad dressing!  ,,,,
   **Word**: dressing  ,,,,
   **Explanation**: Dressing refers to a sauce for salads (first meaning) and can also mean putting on clothes (second meaning).  ,,,,
   **First new sentence**: The salad needs some dressing for extra flavor.  ,,,,
   **Second new sentence**: She is dressing for the formal event tonight.,,,,
5. **Joke**: What did the female mushroom say about the male mushroom? hes a real fun guy.  ,,,,
   **Word**: fungai/fungi  ,,,,
   **Explanation**: Fungi is the plural of fungus (first meaning) and fun guy sounds the same (second meaning).  ,,,,
   **First new sentence**: The fungi in the forest are fascinating to study.  ,,,,
   **Second new sentence**: He is a fun guy who always knows how to make people laugh.  ,,,,
**Formatted for CSV**:,,,,
What do you call a whore with a runny nose? full., full, Full can mean having no space left (first meaning) or can refer to having a runny nose (like being full of mucus)., The container is full of water., He felt full after the heavy meal.
Did you hear about the robbery at the bakery? the thieves said give me all your dough., dough, Dough refers to the mixture for making bread or pastries (first meaning) and is also slang for money (second meaning)., She kneaded the dough until it was smooth., He earned a lot of dough from his new job.
Why could joseph never get anything done? because he was always stalin.., stalling," Stalling refers to delaying or wasting time (first meaning), and it also plays on Joseph Stalins name (second meaning).", He keeps stalling the meeting to avoid discussing the issue., The car was stalling because of engine trouble.
Why did the tomato blush... he saw the salad dressing!, dressing, Dressing refers to a sauce for salads (first meaning) and can also mean putting on clothes (second meaning)., The salad needs some dressing for extra flavor., She is dressing for the formal event tonight.
What did the female mushroom say about the male mushroom? hes a real fun guy., fungi, Fungi is the plural of fungus (first meaning) and fun guy sounds the same (second meaning)., The fungi in the forest are fascinating to study., He is a fun guy who always knows how to make people laugh.
