text,humor
What did the west african boy eat for breakfast? ebola oatmeal...,True
I offended a girl at ethnicity club. apparently she didn't like my tone.,True
Hey what's something great from the 90s that they don't have anymore? the twin towers,True
What's red and orange and looks good on hippies.... fire.,True
Knock knock who's there? yo mama yo mama who? yo mama so old she invented knock knock jokes,True
I'm gonna make a porn of midgets working at a burger place i'll call it quarter pounder,True
"Your honor, may i approach the bench? you may. *walks up to bench* *boops judge's nose*",True
Someone told me i have no sense of humor i don't get it,True
What do you call a gay orgy? a fruit salad,True
What does joaquin phoenix say when a car almost hits him? ''hey! i'm joaquin here!'',True
God created the light... then he called it a day.,True
I like my women like i like my little caesar's pizza- hot &amp; ready.,True
What's a snakes favourite tv program ?  monty python!,True
How much does a human shield cost? one life,True
Baby drink q: how do you make a baby drink? a: stick it in the blender.,True
What's the difference between a racist joke and a sexist joke? racist jokes are offensive.,True
I wish my work would pay me to tweet all weekend like they do all week.,True
How many flies does it take to screw in a lightbulb? two. edit: lol it flaired accurately,True
What's the difference between a priest and a wristwatch? a priest's hands stop at 10.,True
Conserve energy: how would you feel if someone turned you on and then left?,True
Spending a day at the beach is awesome when i dress the ugly girls with my eyes.,True
"My wife does all the driving, because i never learnt to drive - in her opinion.",True
American light beer is like two people making love in a canoe... fucking close to water,True
Shake what your mama gave ya. you want me to shake a $25 macy's gift card?,True
What's the difference between an enzyme and a hormone? you can't hear an enzyme!,True
If april showers bring may flowers what do mayflowers bring? genocide.,True
"Sunday and monday stand back to back, spraying darkness in both directions.",True
What makes a talker become a stalker? the s.,True
Let's put a little smile on that face...,True
Why did the farmer sit on a cock ? because he was gay.,True
"What do you call a priest giving a long, boring sermon? an anes-theologist. (close enough)",True
You know what they say about arlington national cemetery... people are dying to get in there.,True
What did the router say to the doctor? it hertz when ip.,True
Why did the monkey fall out of the tree? cause it was dead,True
Two guys walk down the street and one falls through the window,True
"If a zombie approaches you, bop it on the nose with a rolled-up magazine and say no.",True
Friends are like a trampoline because i always wanted one. edit: grammar,True
"So, what's your favorite part of a banana?",True
How do you get a man with only one arm out of a tree? wave.,True
It's raining cats and dogs outside. know how i can tell? i stepped in a poodle.,True
What's the difference between a contradiction and a punchline? there's no punchline for this joke.,True
What's the most popular game to play in jail? smash brothers,True
What do army ants have in common with masturbating dolphins? both come in waves...,True
What do you call a frozen communist? a hammer and pop-sickle,True
Moof what goes moof? a cow with buck teeth.,True
Why is an aborted baby so hard to fool? because it wasn't born yesterday.,True
Everyone knows someone whose laugh is always funnier than the joke.,True
What's the difference between feminists and nazis? the nazis had a purpose,True
Why was 6 afraid of 7? because 7 shot up a school,True
Why did the plumber cry? his family died.,True
Why do ants get sick? because they have little anty-bodies.,True
What is the most common second language in the united states? dora the explorer spanish,True
What's the difference between a straight mustache and a gay mustache? the smell.,True
Why did tigger look in the toilet? he was looking for pooh.,True
Sorry i faked my death during the middle of your boring story.,True
Irony is getting pregnant on a pull out couch,True
Why were the soviets able to beat the western allies to berlin? because they were russian!,True
"You can't teach an old dog new tricks. you can't teach a cat anything, ever.",True
"When i figured out that people walk on hardwood and carpet, i was floored.",True
What do you call a doctor for websites? a urlologist,True
In hell the mariachi band never leaves your table.,True
"The dalai lama walks into a pizza store... and says, can you make me one with everything?",True
Today i officially hit the i guess these shrank in the dryer phase of my weight gain denial.,True
There's no greater waste of time in life than wishing a one-year-old a happy birthday.,True
"This spa was amazing! umm miss, you just walked through our car wash.",True
"Me: what do gay horses eat? mom: oh! i've heard this one, it's haaaaaaay! me: wrong. penises.",True
I would complain about the siren of an ambulance even if i was in the back of it.,True
Daaaaamn girl! you're like a fire alarm! really loud and annoying!,True
Atheists don't believe in god or the i before e except after c rule of spelling.,True
"Dear religion, pics or it didn't happen. love, science",True
Can i tell you a joke? your bum broke! hahaha! we loved this lame-ass joke as kids,True
Why did the little mermaid run away with the fisherman? he had allure.,True
What's the difference between bill cosby and lena dunham? lena dunham wrote the book about it.,True
Knock knock who's there? obesity. obesity who? obesity is not a joke it's a wake-up call.,True
Why did the eagle fly into the church? it was a bird of pray,True
What do you call magic johnson in a wheel-chair? *roll-aids*,True
Do you know why astronomers named the planet saturn? it just had a nice ring to it.,True
How many mexicans do you need working in the kitchen? just juan.,True
What do winnie the pooh and jack the ripper have in common? their middle name.,True
8: hey dad can you make me a sandwich? me: poof! you're a sandwich 8: .... me: no,True
"Dear middle finger, thank you for sticking up for me.",True
Still waiting for mine to mature into adultneys.,True
Did you hear that the indian bakery closed? i guess it was a naan-profit business.,True
I'm selling books on how to avoid saying the wrong thing and getting into fights. who wants some?,True
"I'm not fucking stupid. i mean, i was, but we broke up.",True
"What do you get when you cross a hippo, an elephant, and a rhino? helefino.",True
Why don't math majors like to drink alcohol? because they don't like to drink and derive.,True
Why is unidan's current account called unidanx? it's his tenth alt account.,True
Why did the children cross the playground? to get to the other slide.,True
How was copper wire invented? 2 jews found the same penny,True
If you let jesus take the wheel... does that count as ghost riding the whip?,True
An alarm clock that texts your boss for you the fifth time you press snooze,True
Pretty sure my baby thinks the number after 10 is yay.,True
Why don't snakes like vitamin c? because it's an anti-hisstamine.,True
What did one gay pedophile say to the other at the beach? get out of my son,True
I'm here to write an article about procrastination actually i'll do it later remind me,True
To the guy in a wheelchair that stole my phone you can hide but you can't run,True
What do you call a thrash can that cant close a thrash cannot (hahaha.....),True
I got some weed and hoes. let's do some gardening!,True
What's the name of west virginia's version of winnie the pooh? gummy bear,True
