text,humor
You know what i hate? people who answer their own questions.,True
"A duck walks up to a prostitute.... and says, put it on my bill",True
"What did the mexican man say after two houses fell on him? get off me, homes",True
Maybe it's the lsd talking but i am the walrus goo goo goo joob.,True
My doctor wrote me a prescription for daily sex. ....my girlfriend insists it says dyslexia.,True
What's worse than having a cold right before a job interview ? the holocaust,True
What do you call a horny welshman on top of the space needle? sheepless in seattle,True
What do you call a person that worships nascar? a racist!,True
My grandfather died in a concentration camp. he fell off of a guard tower.,True
What do you call the spicy version of cream of someyoungguy? cream of someyoungthai.,True
Bill cosby likes his women like he doesn't like his computer not responding.,True
Tolkein in puns is a very bad hobbit.,True
How did people charge their phones before electricity? they didn't...!,True
Why did the chicken cross the road? to show the deer how it's done.,True
Rule number one of the english language: the use of double negatives is a big no-no,True
Texting someone back while driving just means that you love them enough to actually die for them.,True
What did the patriarchy serve at their dinner party? traditional gender rolls.,True
What do you call a midget fortune teller who kills his customers? a small medium at large.,True
What do you call a robert on a stick? a kebob!,True
What cut of beef was lady gaga's meat dress made from? skirt steak. forgive me.,True
"What is the difference between an apple and an orange? none, the two are not a snake",True
What do you do when you see your wife stumbling around in the backyard? shoot her again.,True
Why do suicide bombers have 72 virgins? one for each chunk.,True
What do you call an intelligent blonde? a labrador.,True
Having sex with people that have low iqs is f*cking stupid,True
What is the only time a man thinks about a candlelight dinner? when the power goes off.,True
"Scroll no further, as it only get worse from here...",True
What did the nihilist wish for on his birthday?,True
I shouldn't have plugged my iphone into the pc at the kitchen it's now in the sync.,True
There is a new rapper who is rapping for feminism. people call him feminem,True
Do you know what the worst part of being paralyzed is? i can't stand being in a wheelchair.,True
Ariana grande would be the first kid on the factory tour taken away by the oompa loompas.,True
My entire life is just a test to see whether i'll commit suicide or homicide first.,True
"Why is a duck when it's round? because the farther it flies, the fewer.",True
What did the terrorist say when he woke up? it was allah dream.,True
Life is like box of chocolates ... it doesn't last long for the fat people.,True
"If your joints pop, snap, and crack when you move your not old... your just crispy.",True
A guy walked into a bar... he said ow.,True
Just seen an illegal mexican boy get into a van with a pedophile. talk about alien vs predator,True
"For father's day, i took my father out. now i don't have to remember to wish him.",True
Had sex for an hour and 30 seconds today thankyou daylight savings,True
The joke's on you officer. that breathalyzer won't tell you how much cocaine i've snorted tonight.,True
I have a contact lens problem. i have no contact lens solution.,True
What happened when the teacher fell in the copier? she was beside herself.,True
What do you call a very large number of bad people?  a cuntry.,True
What do you call a sleepwalking nun? a roamin catholic!,True
I am doing well. - russian man having sex with a well,True
"I try to make good food, but it all turns to shit.",True
I am going on a trip. mushrooms or acid?,True
What is blonde and brown blonde and brown blonde and brown? answer. madonna doing cartwheels.,True
Deez nutz he really has it in the bag.,True
Where do the cleverest parrots live? in the brain tree forests!,True
Why did the cross-eyed teacher get fired? she didn't have control of her pupils,True
"While it may be physically possible to have a baby after 40, forty children are probably enough.",True
Which unit describes the intensity of light in south africa? nelson candela,True
I like my women like i like my sandwiches crusty and filled with cheese.,True
"What's the difference between a mosquito and a fly? a mosquito can fly, but a fly can't mosquito.",True
You know when it's a viral video when... the video is taken vertically.,True
I really thought my friend was my bro... turns out it was just the placebro.,True
Why can't dyslexics tell jokes? they always punch up the fuckline.,True
"If you type in google in google search, it shows you pictures of your grandkids",True
You remind me of a beautiful star in the night sky... you each have your own gravitational pull.,True
How do murderers turn off the lights? killowatt,True
"Caught my kid forging my signature and i have to say, pretty good for a third grader",True
"Til that 9/10 doctors agree, drinking water is good for children the tenth doctor is dr. pepper",True
What do you call butt sex in public? pdanal,True
"*updates social media with selfie* bring food, no weirdos.",True
"No thanks, alcohol free mouthwash, my life is depressing enough.",True
What will fast food workers say in trump's amerika? arbeit macht freis with that?,True
Q: how long were you at your last job? a: seven-and-a-half inches... same as now,True
If turkey was attacked from the rear would greece help?,True
I was touched by jesus once worst field trip to a mexican prison ever,True
Every year there's a teacher i hate. the past three years it's been my 10th grade teacher.,True
Why didn't the two introverts go camping? because it's two fucking in tents.,True
How do you get three popes into a volkswagen? you take off their hats,True
"Crocodile breaks into florida store, steals sports drinks. it was a gator-raid.",True
How do you make an egg roll? push it,True
Two law students walked into a bar... two lawyers walked out,True
"Man, i really hate all these low level pokemon... they're always breaking my balls.",True
I think my husband is having an affair with the computer because he's always fucking on it.,True
I ain't votin' for trump he wants to build a wall and walls are what killed dale earnhardt,True
Why don't ghosts have legs? because they're so white the can't dance.,True
What do you call a person who is half jewish? jew-ish,True
Where did the bull carry his stock-market report?  in his beef case!,True
Why is it possible for a door to be made out of kittens? because they are a-door-able.,True
Last jew to win a heisman trophy? fred goldman,True
I don't drink and drive..... i only drink at stop signs and red lights.,True
What do you call 99 bunnies walking forward and they take one step backwards? a receding hare line.,True
Why are lilypads round? so that it's easier for the hippos to jump on them.,True
I asked my north korean friend how are things over there. he said he can't complain.,True
I accidentally broke my cat's best butt award. it was a catastrophe.,True
What do you call a building you can't locate? a warehouse,True
Why is ireland the richest country in the world? because it's capital is always dublin.,True
"If cupids didnt have wings, theyd just be fat little baby assassins with crossbows.",True
"I like to stay at the nude beach all day, or at least until clothing time.",True
Why did the console cross the road? to render the buildings on the other side,True
Why do klingons feel very little pain? they produce a lot of endworfins.,True
Why do blondes have such large belly-buttons their boyfriends are also blonde.,True
What's the difference between a black person and a bench? one can support a family,True
"If i ever build my own house, i'm putting a toilet right in front of the refrigerator.",True
