text,humor
What do you call a dad without jeans? a potato.,True
Ask me what the secret to comedy is? you: what is the secret... timing,True
Diet - day 1: i have removed all bad food from the house...it was delicious.,True
"Knock,knock canoe. canoe who? canoe help me with my homework?",True
What did that cannibal do after dumping his girlfriend? wiped his ass,True
I went to an xxx girls show in rome there were just 30 girls...,True
There's this sketchy joint downtown named the disco ... ... i hear it causes a lot of panic!,True
Just tell me which one is wrong! the user id or the password???,True
Did you hear the one about sodium? na,True
"Iama dyslexic government computer programmer, ama! whoops, wrong usb.",True
Why did they go from windows 8 to windows 10? cause seven ate windows 9,True
What's the difference between a goat and a kid? i stopped butchering goats.,True
What does all pirate music have in common? it's all played in the high c's.,True
What do you call a black man in space? an astronaut.,True
Jesus and floppy discs are very similar they both died to become the image of saving,True
"Doctor, doctor, what did you say i had? capricorn? - no, c a n c e r.",True
Why can't you get drunk with a sniper? because they are usually done after one or two shots.,True
I donate all our garbage to goodwill because who knows what those bums might have use for.,True
What do you call a masterbating cow? beef stroganoff,True
How do you pick up a feminist? like a bowling ball.,True
Why wasn't skrillex allowed on the fishing trip? he keeps dropping the bass,True
What is worse than a dude shooting cum on your floor? a dude farting cum on your floor.,True
Why did the coach go to aldi? to get his quarterback.,True
What does a noodle say after praying? ramen,True
Did you here about the two guys that stole a calendar? they each got six months.,True
I'm worried about the calendar... its days are numbered,True
"One beer can in a cooler says what's up? to another. the other one replied, just chilling.",True
Why do dogs bury bones in the ground ? because you can't bury them in trees !,True
I have two problems in my life. my math sucks.,True
What do you instantly know about a well-dressed man? his wife is good at picking out clothes.,True
When is it time to bury the baby that you killed? when it starts talking to you again.,True
I'm one of those people that no one warned you about.,True
Why was moses' wife angry? he gave her the burning bush.,True
What do you call an orgy with drummers? a gang bang.,True
I ate too much bread at the indian restaurant during lunch today. it was a naan issue.,True
"I love people who can make me laugh, when i don't even want to smile.",True
All we want is to get laid and for no one to touch our cell phones.,True
What do you call two doctors with colds? an ironic paradox.,True
I bet it turns out 100% of serial killers wore jeans to the gym.,True
"I want a polka band at my funeral. i'm the one who's dead, let 'em suffer.",True
What did the baby corn say to the mama corn? where's pop corn?,True
What's the best dating service in india? connect the dots. (i'll see my self out.),True
Why did the chicken cross the road? because it's a sentient being with its own thoughts and desires,True
"Native americans are the most successful strippers. cause when they dance, they make it rain!",True
My job testing fizzy drinks is really getting to me... it's soda grading.,True
What do you call a drummer that breaks up with his girlfriend? homeless.,True
"Past, present and future walked into a bar it was tense",True
"Mirrors can't talk. and lucky for you, they can't laugh.",True
I still have no idea what the fuck grape nuts are supposed to be.,True
Things that are dangerous- -riding a motorcycle -sharks -riding sharks,True
Breaking news!! cheese factory explosion... de-brie is everywhere!,True
The awkward moment when you're wearing nike's and can't do i,True
People who say love is dead have obviously never seen me eat a burrito.,True
What do you do when you're sunburned? make like a banana and peel.,True
This doesn't mean you can order before me,True
"Local video store is offering a chance to win free ipads, so naturally, i reported them as spam.",True
Where did noah keep the bees? in the ark-hives.,True
"How do gay man cry? they don't, that would be counterintuitive.",True
What do you call a hindu lizard? a karma chameleon,True
How can you get 20 jews into a vw beetle? easy - just use the ashtray,True
My friend wrote a philosophical paper about his girlfriends vagina. it was pretty deep,True
What do you call an obese psychic? a four chin teller.,True
Why should you always have thyme in your first aid kit? because thyme heals all wounds. :d,True
What was the first profession to go all digital? proctology.,True
How did the raisin have fun at the movies? it took a date....,True
I had beer at lunchtime and now i think i might be sitting in the wrong office,True
New charlie sheen and lindsay lohan tv show. two and a half kilos.,True
I recently threw my dog into the thames and he didn't sink he always was a good buoy.,True
A young cat jumped out and scared a mouse and said. . . just kitten.,True
What do you call a virus that affects the command line? terminal illness,True
"Careful girls, fat guys just wanna get inside your pantries.",True
"What has five arms, three legs and a head? the finish line at the boston marathon",True
The 3 words that best describe me are... i'm really bad at counting.,True
Why didn't the girl go on a date with the artist? because he was sketchy.,True
Policeman: why did you crash into that stop sign? motorist: i was only following orders.,True
What is a common question at lizards' fast food joints? you want flies with that?,True
My son block me on facebook i could have used protection and block him from birth.,True
"Love will tear us apart. also, bears, wolves and some other woodland creatures.",True
It's not the amount of followers young grasshopper. it's the quality of followers.,True
What do you call it when an irish band is caught lip syncing? sham rock.,True
What did one fetus say to the other? guess we're wombmates!,True
What do you call a gummy bear with no teeth? :d,True
Q: what happened to the indian who drank too much tea? a: he drowned in his teapea.,True
You know you're fat when when... your penis is an *innie*.,True
Why did the pelican get kicked out of the restaurant? because he had a very large bill.,True
Why did sarah palin endorse donald trump? because it takes a cunt to recognize another.,True
Knot knot who's there? rope! rope who? rope houdini use to tie himself up with!,True
My money box is empty... no change there.,True
Just accidentally deleted all my contacts. best day ever.,True
Turned off my lights for earth hour. i've never had so many other cars honking at me.,True
Drinking wine & throwing away photos of my ex. this is how lifetime movies start.,True
What's the best way to see yesterday's front page ? 9gag,True
Welcome to plastic surgery anonymous i see a lot of new faces here and i'm very disappointed.,True
Moms that name their daughters stacy are the real narcissists.,True
What do you call the angel in charge of hydroelectrics? a god dam engineer.,True
"I don't always roll a joint... but when i do, it's my ankle.",True
I bet short people get really excited when they accidentally hit their head on things.,True
What does a know-it-all always have in their kitchen? a pedantry.,True
Being santa sounds easy... (nsfw) i've got plenty of experience emptying my sack into socks.,True
"For all we know, half the birds are telling the other birds to shut up.",True
