text,humor
Me: i'm just looking to take things slow her: *in a wedding dress* me too,True
Sweet potatoes are just regular potatoes that remember birthdays and anniversaries.,True
What do you call a color that doesn't exist? a pigment of your imagination.,True
I once lived opposite a slaughterhouse. the view from my bedroom was offal.,True
What is the interior temperature of a tauntaun? lukewarm,True
Why do farmers put bells on cows? because their horns dont work!,True
Why did rose not buy the iphone 7 cause it didn't have a jack,True
My girlfriend said to me sex is better on holiday... that wasn't a very nice postcard to receive.,True
What's the difference between a feminist and a spear... a spear has a point,True
Kissing is like peeing your pants everyone can see it but only you can feel the heat,True
My foot wants to interact with your face.,True
My daughter: i know everything me: what's the capital of brazil? my daughter: that's a secret,True
My wife said i should compliment her features more often... ... so i slashed her face.,True
What idiot called it tinted windows instead of a drug car tell,True
What's another name for a clever duck ? a wise quacker !,True
Did you hear about the joke about the 3 wells? well well well,True
What do you call a girl who friend zones you? m'lady,True
Can a ninja scale a wall in a single leap? shuriken.,True
"Why is the day that you do laundry, cook, clean, iron and so on, called a day off?",True
What do you call an italian hooker? a pastatute,True
Why does the homeless man only drink coffee? he had no proper tea..,True
What do you call the surgical procedure for a female to male sex change? an addadicktome.,True
How does jesus stay in shape? he does crossfit.,True
Why don't cannibals eat ex-wives? because they're bitter.,True
What did the lawyer say when he stepped in dog shit? help me..... i'm melting,True
Why did the clock phone the ruler? because desperate times call for desperate measures....,True
Why did mario lose a life? he stubbed his miyamotoe. ...i'll see my way out.,True
Why did the ant-elope ? nobody gnu !,True
I'd love to date one of our moderators. every joke is long to them.,True
"I wrote 2793 tweets in advance. so if i die tomorrow, you won't know until 2018.",True
What do we want? an end to auto-correct errors! when do we want it? cow!!!!,True
Two blonds walk into a bar... ...you think one of them would have noticed,True
We had gay burglars in our house last night... they broke in and rearranged all of our furniture.,True
Did you hear about jared from subway? yea he lost like 200 pounds,True
"Just forgot the word 'bagel' and had to say, round toast donut. i think i'm having a stroke.",True
Professor: that's just not what i meant when i said come prepared...,True
Have you seen that sexy taser? she's stunning.,True
A book fell on my head today... i blame my shelf.,True
Canceling my subscription!! i'm tired of your issues.,True
Q:what did the german police office say to his nipple. a:*you are under a vest.*,True
I assume people who don't hate people also don't drive.,True
What's the difference between hard and light? i can sleep with a light on.,True
I'd give anything to be a philanthropist. that is all.,True
My girlfriend is like the temperature of a molecule. doesn't exist by definition.,True
Onion books. read 'em and weep. (credit to andrew o'niel.),True
Why didn't the movie ticket get convicted of both of its crimes? it would only admit one.,True
"Contrary to popular criticism, hillary doesn't suck. if she does, bill wouldn't have needed monica.",True
A guy walks into a grocery store... and buys groceries.,True
Why does piglet smell? because he plays with pooh.,True
Most animals don't like gore. but leeches are suckers for blood.,True
Indian restaurants make most of their money off of the bread.. they're naan-profit organizations.,True
How did a hispanic farmer propose to his girlfriend? with arroz.,True
"If used correctly, twitter can be used as an antidepressant. just don't take it as a suppository.",True
"Me: father, gooey naan. father: what's gooey naan? me: nothing much. what's goin' on with you?",True
"Wanna hear my jump rope joke? never mind, i'll just skip it.",True
Call me maybe by carly rae jepson is possibly the catchiest song i've ever heard lol,True
Getting caught dating someone underage isn't a big problem. it's a minor problem.,True
Why did the scarecrow get a promotion? he was outstanding in his field.,True
A hole was found in the wall of a nudist camp. the police are looking into it.,True
I love the snow. some of my best friends are flakes.,True
Why can't nietzsche use pencils? because they're all pointless,True
Iama (blank) ama! **my short bio:** enter stuff here **my proof:** enter link here,True
What does tumblr and kfc's chicken have in common? they both contain high amounts of trans fats.,True
My roommate gets angry when i steal their kitchen utensils it's a whisk i'm willing to take,True
April fools day the one day out of the year where all of reddit becomes /r/nottheonion,True
My dog took his raw food upstairs and ate it in my bed. how's your night going?,True
Monday: brought to you by a generous grant from the fuck this shit foundation,True
What did the closed can say to the half opened can? you're being uncanny!,True
"My gf broke up with me.... she said, it's okay we can still be cousins..",True
I often find myself crying during sex... probably from the pepper spray...,True
Plagiarism squad reporting for duty. / copy that.,True
My girlfriend is reading a book about love languages. hers is verbal. mine is oral.,True
I hate menstruation jokes they're a bloody pain.,True
The only difference between fear and adventure is how much you breathe.,True
Bands who can't afford a smoke machine should hire my girlfriend to cook at their concert,True
Why don't people tell jokes about the reverend jim jones? the punchline is too long.,True
"If you commit 90 sins, u will get caught 45 times. why? because sin 90 = cot 45!",True
What did you think of our website? a little bit tacky.,True
Three is fore for four. and aft to two too.,True
A woman at my gym has a jellyfish tattoo on her arm. so i peed on her,True
Summer body wasn't ready.. but winter body is good to go!,True
"I do not negotiate with terrorists! said me, everyday, multiple times a day, to my children.",True
Q: what do you get if you cross dracula with sir lancelot? a: a bite in shining armour.,True
What does salvador dali have for breakfast? surreal.,True
What do you call an ant sized villain? the *ant*agonist.,True
"I saw a photon go by... ...it seemed friendly, but it didn't wave.",True
Did you hear about the cannibal's fashion consultant she had excellent taste. ba dum psh,True
Kim jong un recently banned the blues scale... he hates seoul music,True
"Why do seagulls fly by the sea? if they flew by the bay, they'd be bayguls!",True
I'm glad there isn't a pop quiz every time i claim to have read something.,True
What was the name of the hog who was knighted by  king arthur? sir lunchalot.,True
"If you just got invited to do something on new year's eve, it means someone else cancelled.",True
"(nsfw) whats cute, red, bubbly, and likes to scratch at windows. a baby in a microwave",True
When a cop eats bacon is it considered cannibalism?,True
"If i'm facing away from you during sex, assume i'm quietly enjoying a snack.",True
How did mary fall off the swing? she had no arms,True
Someone wake up that guy from green day.,True
Stephen hawking is going to hell... ... because there's only a stairway to heaven.,True
Who do you give a lost gun to? the rifle owner.,True
"So i uploaded this sick new video to youtube... yeah, it went viral",True
