text,humor
Mum: how come your friend ______ hasn't been around lately?  me: because he turned into a cunt.,True
What do you call a nosy pepper? jalapeno business,True
Why is camping so much fun? it's intense!,True
What kind of couch do gay people buy? homo-sectionals,True
Coffee so hot you pretend not to notice it when you're out with your wife.,True
"I can't believe you accidentally let it slip into her butt! dick move, asshole.",True
What do you call a whale that mates constantly? your girlfreind,True
"I like to keep my friends close, and my attractive friends even closer.",True
What did saddam hussein say every time he played pool? i rack.,True
A foolproof way to get a woman's phone number is to hit her car.,True
Why do catholics eat fish on good friday? because jesus died for our fins.,True
What is the ape monster's name? godzilla gorilla!,True
I have a little joke that always makes women laugh my penis,True
Whats a similarity between dogs and teenagers the girls are all bitches,True
Haha sucks for women that they have to sit down to poop,True
I've never thought about suicide until now... but it might cheer me up if you tried.,True
Tried to donate blood today but they had too many questions about where i got it.,True
What does a 90 year old woman taste like? depends.,True
Why do japanese women like foreign men? japanese men can't look them in the eye. kappa,True
What kind of shoes does a pedophile wear? white vans.,True
Want to hear a corny joke? never mind i forgot the skewers.,True
Why does jesus always leave a door open for you? because he was born in a barn.,True
"They're meh. --tony the tiger, off his paxil for a few days",True
What did one tampon say to the other?? ...... nothing! they're both stuckup cunts !,True
What happens when your scrotum touches the edge of the toilet bowl? ebowla.,True
What do you call a gay bar with no bar stools? a fruit stand.,True
What does john f. kennedy have in common with the current democratic party? no brains,True
Chuck norris drives a solar powered car at night.,True
What's the difference between a toaster and hitler? a toaster can only burn two things at once.,True
"A blind guy walks into a bar... then a table, a chair...",True
Adam and eve did you know eve was the first carpenter? she made adam's banana stand.,True
Haikus have three lines sometimes they don't make much sense refrigerator.,True
My new fragrance is called failure and smells roughly like a bowling alley.,True
"What is the loneliest number? my phone number, call me please! #please don't",True
Why did the vampire attack the clown? he wanted the circus to be in his blood.,True
I hate when people read over my shoulder while i'm texting. 2 car lengths please mr. policeman.,True
Abc signs all 33 chilean miners to next season's dancing with the stars,True
History joke what do you call a communist sniper? a marxman!,True
I'm a practicing catholic but i'm not ready to go pro just yet.,True
What was the name of the mongolian warlord's favorite cow? angus khan,True
A man gave his dog a bone... and was subsequently charged and tried with beastiality.,True
I'm gonna rock and roll til 9pm and only party on weekends,True
I handle stress the way cats bathe in water.,True
*walks into it department attempting to look cool* you guys torrent any emails lately?,True
How was copper wire invented??? 2 jews fighting over a penny,True
"You scream, i scream, we all scream, then i leave the women's restroom.",True
Che: why do you want to participate in this guerrilla war? me:  independence.,True
I want so badly for crayons to taste like their color.,True
"Why don't muslims use contractions of words? because in islam, the penalty for apostrophe is death.",True
What's the difference between me and santa? santa only comes down your chimney.,True
"Boss: are you familiar with kitchen jargon me: yeah, that means you're missing a jar",True
Why is milk the fastest liquid on the planet? it's pasteurised before you can see it!,True
What do pirates and pimps have in common? they both say yo ho! and walk with a limp.,True
I'm glad the unbelievably loud teenagers on this flight are all white so i can hate them.,True
How many babies does it take to paint a wall red? depends on how hard you throw them,True
What's the difference between jesus and a vagina? a vagina is still good after a couple of nails,True
She can't wrestle... but i'd love to see her box.,True
Ama request: paul mccartney how big of an impact has kanye been to your music career blowing up?,True
If you want to catch a squirrel just climb a tree and act like a nut,True
I'm pretty happy that human skin isn't see-through.,True
It's afro carribean hair day at work tomorrow... ...i'm dreadin' it.,True
I find it hard to explain stuff to kleptomaniacs. they take things literally!,True
Why does a tiger make such a good girlfriend? because its not a cheetah.,True
Had a fight with a one dimensional entity yesterday... the outcome was pretty one sided.,True
Did you hear the one about the dead guy? neither did he,True
Twitter drama doesn't have anything on linkedin drama.,True
What disease do horses fear most? hay fever!,True
Last night i was using google docs this morning i decided to use google moorings.,True
"Damn, girl, are you a map? because you give me d-rections.",True
"In marriage there are 3 types of rings the engagement ring, the wedding ring and the suffering.",True
I like my women like i like my wine... 18 years old and locked in my basement,True
What's 50 cents name in zimbabwe? 400 million.,True
What does a parliamentarian say when they're done masturbating? beating adjourned.,True
What do you call 8 rabbits? a rabbyte,True
Did you hear what sandy did to new jersey? a few billion dollars worth of improvements,True
I used to be good friends with my bartender but now our relationship is on the rocks,True
What was ryu's response when someone asked if they could have his autograph? sure you can!,True
My relationship advice is if you're not single you deserve it.,True
I'm guessing that most people who claim to count calories are really bad at math.,True
Some days you're just really stupid. 365 to be exact.,True
"Jimmy kimmel, justin beiber and the burger king walk into a boxing mach...",True
One hundred metres to the bus stop by willy makit illustrated by betty wont,True
Your moms ass is like sensitive data... ...you gotta back dat shit up!,True
Two parallel lines match on tinder but they never meet.,True
Why did dr.pepper blush? he received a sunkist from his crush,True
Shout out to the people who are wondering what the opposite of in is.,True
A clean desk is a sign of a cluttered drawer .,True
Why didn't they just call the selfie stick a narcissistick?,True
What do romeo and juliet have in common with melons? they both cantaloupe.,True
Why don't seagulls ever fly over the bay? because then they'd be bagels.,True
"Apparently, occupants aren't 8 legged pants for octopi",True
Did you see the fantastic four? human torch played by uncle ruckus.,True
"What are a redneck's last words? hey, guys, look what i can do!",True
Where can you buy freshly cut meats and cheeses while a british woman sings to you adele-i,True
"If scientists invent a pill to make us immortal, i guarantee i'd choke to death swallowing it.",True
"Welcome to woodworking club, please make a seat.",True
I think all crime scenes should be photographed on instagram.,True
Divorced couples have two chromosomes. ex and why.,True
6.8 billion people in the world and i just had to make my own sandwich.,True
Why do women have legs? have you seen the mess a snail makes?,True
