text,humor
What do you call batman when he runs out of church? christian bale,True
Life is like a box of chocolates it doesn't last as long for fat people,True
Why do women make such great plumbers? they like to bring up shit from the past.,True
What does john cena wash his hair with? champ who?,True
"I'm not saying she's a slut, but she's been banged more than a snooze button on monday morning.",True
Q. how do you make holy water? a. boil the hell out of it.,True
Pansexuals are like teenagers they eat whatever is in front of them,True
"When chuck norris plays monopoly, it affects the actual world economy.",True
Joke: how does a woman go about inventing a lightbulb? she gives birth to a son.,True
What happened when the malaysian asked the russian out on a date? he got shot down.,True
"I once saw a goldfish that could break-dance on a carpet, but only for like 20 seconds...",True
"Where can you find jhene aiko at bed peace? at bed, blunt, and beyond. bada tssss. i tried.",True
"Who's that? darth vader. was he 1 of jesus disciples? i dunno, i've only seen the 1st movie.",True
My wife's cooking is so bad we usually pray after our food.,True
What fruit/vegetable doesnt leave your body through the anus? a stomato,True
What times does the chinaman go to the dentist? tooth-hurty,True
Why does bill clinton prefer b.j.s? because he hates costco.,True
My teacher's nickname in school is flush. he always has the same suit.,True
Q: what's the difference between a  counterfeit dollar and a skinny blonde? a: one's a phony buck.,True
Say beer can with an australian accent. you just said bacon with a jamaican accent,True
Why do americans spell it as 'color' and not 'colour'? because fuck u that's why.,True
"The patient was about to die well, said the doctor, he can wait.",True
What do you call a deaf lesbian? earmuff,True
I bet at least one of leonardo dicaprio's friends has called him leotard. probably mark wahlberg...,True
"Wait, you're citing me for reckless driving? i can count three from here!",True
The weather in saudi arabia is pretty simple it's either sunni or shiite,True
"Kids, i don't know if our ceiling is the best ceiling... ...but it's definitely up there.",True
What did the buffalo say when his kid left for college? bison,True
"Just because you can't dance, doesn't mean you shouldn't dance. -alcohol",True
"Knock knock. who's there? *doctor* doctor who? *actually, it's just the doctor.*",True
Migrating birds q: why do birds fly south for the winter? a: it's too far to walk.,True
My girlfriend is a porn star i really hope she never finds out.,True
Russian history in five words ...and then it got worse,True
What's kermit the frog's favorite song? whib it by devo.,True
Brushed the fur off my couch and made another cat.,True
What do you do if your lawnmower stops working? deport him,True
Why did helen keller's dog run away? you would too if your name was warrgelblaffengar!!!!!,True
How many tickles does it take to get an octopus to laugh? ten tickles,True
How do you circumcise a whale? you need four skin divers,True
I was going to be a banker... but i lost interest,True
Went out for a few drinks with some hedgehogs last night... i got spiked,True
Ways to win my heart: 1) be cute 2) be kind 3) be cheesecake,True
"Don't lie, steal, or cheat... the government hates competition.",True
I'm so sick of being white it's like playing a video game on easy,True
Why can't you fool an aborted fetus? because it wasn't born yesterday!,True
Hell is an endless cycle of getting comfortable in bed & then suddenly having to pee,True
What is whitney houston's favorite type of coordination? hand eeeeeeeeeeyyyyyeeeeeeeeee!!!!,True
What do you call a german sausage fest? wurst orgy ever.,True
What is a black mans favorite halloween costume? robbin hood,True
What do women and pennies have in common? they ain't worth shit,True
"So the past, the present and the future walk into a bar... it was tense.",True
How much power does a nun have. nun!,True
"If experience has taught me anything, i've forgotten what it was.",True
Making my voice mail message say just hang up and text me.,True
Til i haven't actually been having conversations with my furniture... my toaster told me,True
You list communication as a strength yes care to elaborate? no,True
I have a job for you planting tulips.... on dis dick!,True
What do you call a man without a beard? a woman.,True
If you're the guard at a samsung store ... does that make you the guardian of the galaxy?,True
Why don't hypochondriacs... why don't hypochondriacs use lighters? they're afraid of catching fire!,True
What do u call a tilt-a-whirl operator with a sunburn? carne asada,True
I'm fresh out of hopes and dreams. can i interest you in despair and disappointments?,True
What do you call a drummer without a girlfriend? homeless,True
Why were the twin towers upset? they ordered pepperoni but they got plane,True
Bee: i got a stinger bro! dung beetle: nice!  eating shit,True
Parallel lines have so much in common... it's a shame they'll never meet,True
Why can't elvis presley drive? 'cause he's dead.,True
My friends hate i when i use smiley faces. they're just childish xd,True
I drink black coffee because i'm not racist.,True
What do you call the bad part of italy? spaghetto.,True
My insurance does not cover jesus taking the wheel. i checked.,True
What did the mexican firefighter name his twin sons? hose a and hose b,True
Why did the alcoholic chop off the little boy's legs? he wanted his *kidneys*.,True
I asked a north korean how his life was going... he said can't complain.,True
I stayed up all night to see where the sun went... then it dawned on me.,True
"What's the difference between a piano,tuna and glue. you can tune a piano. you cant piano a tuna.",True
Did you hear about the guy who ate glass? it was pretty clear how he died.,True
How do you kill a grammar nazi? mkae tehm brun tiehr eeys owt eidt: sepleinlg croertcoin,True
What time is it after you've eaten a dozen eggs? 8:12,True
My friend had a stroke and half his body went dead he's all right now.,True
What is the difference between a priest and acne? acne doesn't come on your face until you're 12.,True
Social media is nice because now we can all experience profound solitude and isolation together.,True
Most guys think i look like an angel... because they don't see me.,True
I ran into my ex husband the other day. i could have sworn the light was green.,True
"How many ears does spock have? a right ear, a left ear, and the final front ear.",True
I asked my asian girlfriend for 69 she made me crunchy sweet and sour pork with double rice,True
"Hey pringles, it's time to widen the can. your core demographic isn't exactly thin-wristed.",True
"A blonde has a bs in science... bullshit, isn't it?",True
My wife and i decided not to have kids the kids are taking it pretty hard,True
I would rate my skill at psychic abilitys... medium.,True
Don't cha wish ya girlfriend was a clinically depressed cat owning weirdo like me,True
Meteorologists always have their heads in the clouds but gastroenterologists take shit seriously,True
When i finally break up with my boyfriend i'm just going to yell unfollow and then walk away.,True
"Whenever someone says, that's what she said, i like to reply with, not to you",True
I'm scottish and my son is marrying a jewish girl. i'm afraid their kids will leave me penniless.,True
So apparently they have to hire you to take off your shirt at abercrombie,True
Life is too short for my book of 5 letter words.,True
For the holidays i've decided to stop making puns... i'm sure yule appreciate it.,True
What did the defendant say when he saw his picture hung up in the courtroom? i've been framed.,True
A guy tried to fight me for $0.25 i gave him no quarter.,True
