text,humor
If i was smarter i'd make my social network passwords impossible to type when drunk.,True
How does snoop dogg prepare for christmas? he raps his presents,True
What's green and smells like pork? kermits finger,True
"What are the 4 dirtiest streets in philadelphia? turner, front, mascher, cherry",True
Donald trump went to graduate school and now he has a pud pretty 'uge d...isertation,True
"How do you spot a egocentric vocalist? they warm up singing, 'mi, mi, mi.... mi!'",True
Getting my hopes up only to become even more disappointed dot edu,True
What has six balls and screws everybody? the lottery.,True
"I do have a joke about circumcision, but i'll need to cut it short.",True
So what's the best part about dead baby jokes? they never get old. *ba dum tss*,True
Chuck norris once visited the virgin islands. they are now known as the islands.,True
Why do people keep picking on fat people? they've got enough on their plates.,True
You know i would love to show you the toys my elves make for adults.,True
Where is the remote? all the way over there. guess i'm watching this.,True
How do you drown a blonde? stick a scratch and sniff to the bottom of a pool.,True
What do you call a penguin with a smoking problem? it's a puffin!,True
Q: why did the blonde drive into the ditch? a: to turn the blinker off.,True
There was a slight mix-up initially but it turns out the guy died from an accidental autopsy,True
"Have you heard the one about the butter? nah, you'll just spread it around.",True
"It's not good to keep these things bottles up, you know okay, fine *opens jar of wasps*",True
Where do beers go to pick up girls? ho gardens,True
Welcome to ulterior motors where our goal is to sell you a car and definitely not anything else,True
"Otherwise i think this is a good joke, but the title says otherwise",True
Everyone is a genius until they try to use their friend's microwave.,True
Chick in front of me has 'charley horse' tattooed down the back of her leg. cramp stamp.,True
"What does a shooting star say to his buddy before he dies? meet me - oh, right..",True
What did the hispanic firefighter name his kids? jose and hose-b,True
Why are microsoft circuit boards so bad? they use french resistors.,True
Why did the hipster burn his tongue? because he drank his tea before it was cool.,True
What do you need when you're not doing well in your advanced placement u.s. history class? a push,True
"If you beat a man with a mustache in a fist fight, you get to keep his mustache.",True
What's hillary clinton's favorite work of art? pneumonia lisa,True
"Hey, baby. are you cheese? 'cause you look gouda to me.",True
Why do japanese sumo wrestlers shave their legs? so you can tell them apart from feminists.,True
I was gonna say a gay joke butt fuck it.,True
So i suppose obi-gyn kenobi would have used the forceps?,True
What did the thunder say when it understood the joke? i feel so enlightninged!,True
At first i was reluctant to fix my broken fence... but then i just had to repost.,True
Teacher: what is the most common phrase used in school? pupil: i don't know... teacher: correct!,True
What does a sheep in denial say? nahhhh,True
What did one nose say when the other nose said i love you? back achoo!,True
Knock knock who's there? olive. olive who? olive my jokes are bad.,True
What's the difference between a mexican and a bench? the bench can support a family of four.,True
"If you're moving to a new house for a fresh start, congratulations your new house is haunted.",True
"Trapped on a train in the snow, and honestly, none of these people look appetizing.",True
"Sex is like math add the bed, subtract the clothes, divide the legs, and pray you don't multiply!",True
What's the only animal that can't get hit in the head? duck.,True
What's better than roses on a piano tulips on an organ.,True
If jesus were alive today...what type of car would he drive? a chrysler (christler),True
How is a man like the weather? nothing can be done to change either one of them.,True
"Roses are red, twitter is blue, you look bangable, so i'll follow you",True
Yeah let's clone some sheep cause dinosaurs would be too awesome. - scientists.,True
What did the 5 dollar bill day to the 1 dollar bill? atleast i'm not single,True
Why do men pay more for car insurance? women don't get blowjobs while they're driving.,True
What's worse than biting an apple and finding a worm? biting an apple and finding half a worm,True
What's the difference between hitler and michael phelps? phelps can finish a race.,True
I *swear* i'm not addicted to brake fluid... i can stop whenever i want,True
Why did the banana go to the hospital? it wasn't peeling well.,True
Tan or get your teeth whitened. but only one of those.,True
Being fat is when you watch jurassic park and wonder if dinosaur tastes good.,True
"You can't run through a campground you can only ran, because it's past tents.",True
What's worse than a pedophile? a fucking pedophile.,True
How many gay dudes does it take to screw in a light bulb? a whole buttload of them.,True
What do you call a broken lizard? ereptile dysfunction,True
Did you hear about the two nuts walking down the street? one was a salted,True
Overheard at a gay bar let me push that stool in for you,True
Why can't accountants get library cards? they're book-keepers.,True
Why'd the chicken cross the road wtf idk,True
You guys was right about donald trump harming the environment he's already making snowflakes melt!,True
What do you call a bird that flies over a baseball stadium? a fowl !,True
How do you make a dog drink? you put it in a blender.,True
I ate a vegetable... and she liked it so much she woke up.,True
"I came, i saw, i left. - premature ejaculator after visiting a porno shop.",True
Why did the italian miss his dinner? it'a was'a pasta his bed time,True
How much cum does a gay guy have? a butt load.,True
A cannibal ate a charismatic... he threw up his hands,True
"Why do seagulls fly over the sea? because if they flew over the bay, they'd be bagels!",True
Why shouldn't white people swim? crackers get soggy when wet.,True
Every time i drink german beer i wake up with a really bad hannover.,True
Why don't dairy farmers wear flip flops? because they lactose.,True
Where would you find the scientist who loved to f$@k dogs? in the lab.,True
Why did h blow itself up? because g had.,True
Who ate all the crackers?! - racist cannibal.,True
*lays head on homeless guys lap* you would not believe the day i had,True
"What is hillary clinton's favorite sport? nascar, because it's always heading to the left.",True
I've been watching so much porn lately i spit on my hotdog before putting it the bun.,True
What do you call 6.02 x 10^23 atoms of avocado dipping sauce? one guacamole,True
"Why do we call dogs, k-9? ...because k-10 is for cats.",True
What's better than roses on your piano? - tulips on your organ.,True
What word starts with f and ends in uck? firetruck. the answer is firetruck.,True
Where do magical animals go to jail? azkabarn,True
"Thank you halloween, all of a sudden, cobwebs in my house are decorations!!!",True
What is a duck's favorite drug? quack (sorry for wasting your time),True
No one cared about cap'n crunch when he was a lieut'n'nt com'nd'r,True
Why eiffel tower is so high? so the white flag can be visible from berlin. sorry :p .,True
What is the square root of 69? -*ate* somethin'.,True
"*removing myself from table* excuse me, i have to take this. *picks up host's dog* *leaves*",True
What do you call couples that practice pulling out as a method of contraception? parents.,True
How do you tell if a black mans been on your computer? it's not there.,True
What do you call math that gives you ptsd? triggernometry,True
