text,humor
"Friend: hey you're blocking the view! me: bitch, i am the view.",True
Why shouldn't you gamble in africa? too many cheetahs..,True
Why don't american have a bullet train? they use the bullets to train the military.,True
Well i guess it's time we change philip seymour hoffman's name to philip seeyanomour hoffman!,True
I want to start a kosher hotdog company and call it anne franks...,True
Why do computer programmers confuse christmas with halloween? because dec 25 = oct 31,True
What did the hair stylist do when the beach boys came on? the barber ran,True
I call my penis batman. girls love it when the dark knight rises.,True
What is andreev-reflection? when electrons are reflected assholes by a superconductor.,True
Question: what's the best way to get a youthful  figure? answer: ask a woman her age.,True
Buy followers? no thanks. i'm married so i spend enough money on people i don't talk to,True
Knock knock who's there ! athena ! athena who ? athena reindeer landing on your roof !,True
What's the difference between peanut butter and jam? you can't peanut butter your dick up her ass,True
Meatloaf just collapsed on stage mom is losing her skills in the kitchen,True
Who brings the christmas presents to  police stations? santa clues.,True
What do you get when you combine north beach and south beach? sum of beaches.,True
55 in a 25 and let's just say i wasn't referring to my driving.,True
I don't like drug tests... they're not my cup of pee.,True
How did the dairy queen get pregnant? the burger king forgot to wrap his whopper!,True
"A friend told me i take twitter way too seriously. don't worry, i unfollowed her.",True
How do you find blind man on a nudist beach? it's not hard,True
I just watched a documentary on marijuana. i think all documentaries should be watched that way.,True
"Dear chiquita: i have your new slogan: constipated? try a banana! not like that, silly!",True
Nigeria's president is up for re-election. good luck jonathan!,True
There is a new barbie doll on the market - cyberpunk barbie ...includes 'trodes and implants,True
What do you call a women with two brain cells? pregnant.,True
Why do emo's always act so sour? because you can't spell lemon without emo.,True
"Who will take the second shot in this snooker game? find out, after the break.",True
What's the difference between a porcupine and a porsche? porcupines have pricks on the outside,True
"Hey symphonies, play the main part we like more.",True
How does a watch maker tell you he likes you? with a romantic tock.,True
"Reddit is a lot like my fridge. i check it constantly, even though i know nothing has changed.",True
Why was roy rogers upset when he fell off his horse? he wanted a trigger warning.,True
My wife finally got a brazilian. he seems nice.,True
Don't ever let a chiropractor tell u a joke. it'll hit your funny bone.,True
How does a tyrannosaurus rex scratch it's junk? it squats down on a triceratops.,True
What do black people drink during the holiday season? nignog,True
What do you call it when a deer and a rabbit runaway together? jackaloping,True
What do you call a dirty drug addict with a lisp? methy,True
I went to shake the old man's hand but parkinson's beat me to it,True
"If not at bed bath & beyond, where can i buy a bed bath?",True
How many illegals will it take to build trump's wall? too many to document.,True
What us city has the dirtiest waffles? san diego,True
"Judging by the covers, every issue of every comic book is the one where the main character dies.",True
What do you call a wolf with stockholm syndrome? a dog.,True
"How many optometrists does it take to change a light bulb? one, or two? three, or four?",True
I hate it when people call me contrary. i am *not* contrary!,True
"Did you mean pacific or specific? cuz seriously, one is an ocean.",True
What do you call a bookstore that's also a bar? tequila mockingbird,True
My favorite book as a child was... ...'i fell off mt everest' by eileen dover.,True
My colleagues call me the pussy slayer... i'm in charge of euthanising cats at the kennel.,True
"Careful, there's poop on the dance floor. - how ballet was invented.",True
Yo momma so black when she goes swimming poeple thinks shes and oil spill.,True
