text,humor
That awkward moment when you're in a meeting and your stomach decides to sound like a dying whale.,True
25 more pounds to lose and i'll be ready to be seen at my gym.,True
Q: what did the snowman and his wife put over their baby's crib? a: a snowmobile!,True
Why did they go from windows 8 straight to windows 10? because 7 8 9!,True
Her: i just read this really funny thing on fb. me: no you didn't.,True
I remember when i was gay it was a real pain in the ass.,True
Why are russians so heartless? because organ traders offer good price.,True
Why did 10 die? because he was in the middle of 9/11,True
What colour socks does a bear wear? they don't they have bare feet.,True
If you jump off a bridge in paris... you are in seine,True
What did one guy say to the other at the gay bar? may i push in your stool?,True
What is the hardest part of telling a good gay joke? keeping a straight face,True
So i proposed to my girlfriend at a funeral today. she wasn't happy. apparently i killed the mood.,True
Innuendos? i like to slip one in every now and again.,True
"*looks at watch* come on, i gotta get back to browsing the same four websites over and over",True
What do you call it when a black guy gets a hard on? the dark knight rises,True
Baby you must be a vector image... cause no matter how close i look you're still perfect.,True
Knock knock... who's there? dim sum dim sum who? (/s dim sum big titties),True
"How do jazz musicians drink their liquor? straight, no chaser.",True
Jared fogle likes his subs like his women. 6 &amp; 12,True
My skis are like my parents they're drifting apart,True
Draftkings/fanduel anyone know where i can find a promo code?,True
"Well, you know what they say about cliffhangers...",True
Chuck norris never wet his bed as a child. the bed wet itself out of fear.,True
Auditions are being held for you to be yourself. apply within.,True
What do you call a cheap circumcision? a rip-off.,True
"*gets down on one knee* wow, you really suck. why can't you be more like the other knee?",True
How to feel comfortable in your own skin step 1: stop wearing other people's skin,True
What do you call hitler's bachelor party? the reich-stag!,True
I hate the beginning and i hate the end so that's why i became a midwife.,True
I recently received my phd in palindromes. i now go by dr. awkward,True
What do you call a nose without a body? nobody nose.,True
What's the difference between 9/11 and a cow? americans can't milk a cow for 15 years.,True
I hope when the machines take over the world they start by fixing my cable.,True
Working for kotex would actually be a logical way to pad your resume.,True
What's the last thing that goes through a fly's mind when it hits your windshield? its butt.,True
"If you were born in poland and are now taking a piss in england, what are you? european",True
What do you get when you cross a pig and a spider? bacon and scrambled leggs.,True
A man walks into a bar... he says ow,True
Don't believe that bullshit. failure is always an option.,True
How do you know the blind exist... if they've never been sighted?,True
"I feel like my rear end turns into billy mayes whenever i get diarrhea... butt wait, there's more!",True
Pornhub removed my sex tape they told me to try vine,True
What's the coolest kind of surgery? hip surgery.,True
What's it called when a smell dates his sister? incense!,True
Why did the gamer cross the road? buy the dlc to find out,True
What do pirates do on saturdays? they go to y'arrgggghhh sales.,True
Did you know our brains are 75% fat? thinking about putting mine on a diet.,True
This ad says: 3 out of 5 smokers die apparently the other 2 become immortal.,True
"I decided to email ted kaczynski yesterday edit : wow, my inbox blew up",True
How do jockeys determine which racehorses are the favourites? they take a gallop poll!,True
Why shouldn't you trust a midget? because their head's close to their butt.,True
I just watched a documentary about hydroelectricity best dam program i've seen in a long time.,True
I quit cold turkey. i just reheat it now.,True
"*pays $20 for deluxe car wash* *hits roughly 3,287,998 bugs during 2 mile drive home*",True
Why do you never see a black person with down syndrome? god doesn't punish anyone twice.,True
The awkward moment when people think you're drunk when in fact you're just a blast naturally.,True
I never text and drive bc that would imply that i actually go places.,True
What do you call a singing bottle of mustard? celine dijon,True
I was going to make my friend some spaghetti... but sadly he pasta whey!,True
"Hey man, just be yourself! not like that though.",True
What do you call a ghost detective? an inspectre,True
You're a busy woman. let the smoke alarm tell you when the chicken's done.,True
Who is the least guilty u.s. president? lincoln. he's in a cent!,True
"Tifu by bringing on the wrong player oops, wrong sub please^dont^hate^me",True
What does a cow call his mate? oxfam.,True
How do you titillate an ocelot? oscillate its titalot,True
Most people have a schlong you have a schlort,True
My mate needed a bit of help building his clock. so i gave him a hand.,True
If a person dies after suffering an average number of strokes for their age did they make par?,True
My neighbours listen to awesome music. wether they like it or not!,True
What do you call a blond with one strand of hair dyed black? a glimmer of hope,True
There is no such thing as an antique car. an antique car is a horse.,True
"Hold up, hold up. pause it, please. thanks. one, two, three, four, five, six, seven, eight, nine,",True
What do you call it when wonder woman does too many drugs? heroine overdose,True
Twitter. finally an app that makes people stop at yellow lights.,True
From my 11 year old cousin: what do you get if you cross a pond with snowshoes? wet.,True
Why do we call rulers your highness? because that's what they measure.,True
What did caesar say when playing battleship? a2 brute.,True
I got my dog a tinder... he loves chasing pussy,True
I don't like telling fat jokes they weigh too much on my conscience,True
"Spiritually, ever since i ate my first curry, i'll always be part indian.",True
Girl logic: i'd like him a lot more if he ignored and liked me a little less.,True
Why don't blind people bungee jump? cause it scares the fuck out of the dogs,True
"What did the poor composer say to his friend? i am baroque, can you lend me some money?",True
Don't act like you're serious about getting laid if your outfit is less than 70% leather.,True
Why does game of thrones always kill off its main characters? for the good of the watch.,True
What do you always get on your birthday?  another year older!birt,True
Health insurance is rare for exotic dancers. most strippers have little or no coverage.,True
"You're girlfriend is the square root of -100. she's a 10, but she's imaginary.",True
What is an elephants favourite film ? elephantasia,True
I just did an alignment on my car... but my car still pulls into crowds :(,True
What do rabbis call the leftovers of a circumcision? debris.,True
I was asked who my favorite x-men was. i guess caitlyn jenner wasn't a good answer,True
"A shepherd was looking for a sheep that ran away forget it, you've already herd this one.",True
If there weren't any democrats... then who would be left?,True
What do you call a belt made of watches? a waist of time,True
"Transgender people are the key, to finally finding out... ... which is worse, manflu or childbirth?",True
I wonder who i'll be racist against when i'm elderly. i hope it's robots!!,True
"According to maxipad commercials, all women are full of blue windshield washer fluid.",True
